"","sub","Question","Response","age.cat"
"3138","9818179","Question_5","8","Adults"
"3139","9818179","Question_6","8","Adults"
"3140","9818179","Question_7","7","Adults"
"3141","9818179","Question_8","9","Adults"
"3142","9818216","Question_1","Non so","Adults"
"3143","9818216","Question_3","Non so","Adults"
"3144","9818216","Question_5","8","Adults"
"3145","9818216","Question_6","9","Adults"
"3146","9818216","Question_7","6","Adults"
"3147","9818216","Question_8","9","Adults"
"3148","9818174","Question_1","No","Adults"
"3149","9818174","Question_3","No","Adults"
"3150","9818174","Question_5","7","Adults"
"3151","9818174","Question_6","7","Adults"
"3152","9818174","Question_7","5","Adults"
"3153","9818174","Question_8","8","Adults"
"3154","9818256","Question_1","Sì","Adults"
"3155","9818256","Question_2","in solo se insieme ho scelto sempre il premio dalle 15 monete perchè so con certezza che anche la seconda persona mira ad ottenere il maggior numero di monete possibile e dopotutto entrambe vinceremmo il premio massimo se entrambi scegliamo quest'ultimo. In solo se a caso ho scelto quasi sempre il premio minimo perchè non conosco le probabilità di estrazione delle palline dal momento che è randomica.","Adults"
"3156","9818256","Question_3","No","Adults"
"3157","9818256","Question_4","ho scelto in entrambi i giochi il premio minimo più spesso di quello massimo, dal momento che non sapevo cosa l'altra persona avrebbe scelto con certezza, nè se sarebbe mai uscita una pallina rossa.  Fintanto che il premio minimo era accettabile l'ho sempre scelto.","Adults"
"3158","9818256","Question_5","10","Adults"
"3159","9818256","Question_6","10","Adults"
"3160","9818256","Question_7","10","Adults"
"3161","9818256","Question_8","1","Adults"
"3162","9818175","Question_1","Sì","Adults"
"3163","9818175","Question_2","nel gioco del solo a caso ho fatto le mie sclete in base alle offerte: se la differenza tra il mini premio e il super premio era minima ho scelto il mini premio perchè il rischio non valeva le poche monete, invece se la differenza tra le proposte era maggiore, intorno alle 10 monete, mi sono sentito più spronato a rischiare sul super premio. nel gioco solo insieme invece ho ragionato in modo diverso, lo scopo del gioco è avere più monete possibili e considerando che possa essere una sfida tra me e l'altra persona ho deciso di andare sul sicuro quasi sempre sul mini tesoro e cioè sul minor monete in modo che la persona che sceglieva insieme a me fosse in svantaggio dando per scontato che entrambi avremmo scleto il super bonus e cioè il maggior numero di monete","Adults"
"3164","9818175","Question_3","Non so","Adults"
"3165","9818175","Question_4","nel gioco solo sarei potuto andare sulla certezza del mini premio pensando che l'altra persona sia concentrata sullo scopo di raccogliere più monete possibili ma se anche essa avesse fatto questo ragionamento la scelta potrebbe essere più complessa e imprevedibile, per questo ho optato, se ricordo bene, per il mini premio come unica certezza. in solo se a caso ho optato per la convenienza. maggiore era la differenza maggiore era la probabilità che io scegliessi super bonus, ragionamento inverso per mini bonus.","Adults"
"3166","9818175","Question_5","5","Adults"
"3167","9818175","Question_6","5","Adults"
"3168","9818175","Question_7","5","Adults"
"3169","9818175","Question_8","5","Adults"
"3170","9818173","Question_1","Sì","Adults"
"3171","9818173","Question_2","Nel gioco solo se a caso sceglievo il super premio solo se era abbastanza più grande del piccolo premio che invece era sicuro, e rispondevo quello piccolo solamente quando non c'era molto differenza, e allora pensavo che il rischio del super premio non ne valeva il rischio. Nel gioco solo se insieme ho pensato che sia a me che all'altro conveniva giocare quasi sempre sul super premio (tranne quando era pari al piccolo premio), perchè in fondo avevamo entrambi la convenienza e confidavo che l'altra persona non mi volesse danneggiare apposta, non ne avrebbe avuto motivo dato che l'obiettivo era guadagnare più monete possibili, non vi era motivo di competere","Adults"
"3172","9818173","Question_3","Sì","Adults"
"3173","9818173","Question_4","Nel primo mi affidavo al caso solo quando pensavo ne valesse la pena (molte più monete rispetto al sacchetto piccolo), nel gioco solo se soli ho cercato di confrontare cosa convenisse all'altro fare ogni volta, cosa avrei fatto io al suo posto e ho cercato, a seconda che ne valesse la pena (insomma che tra i due sacchetti ci fosse molta differenza), di scegliere il super premio pensando comunque che non sarebbe stata una grande perdità sul totale perdere due o tre monete del piccolo premio. Nel secondo gioco ho sentito più competizione, è stato quello più impegnativo cognitivamente.","Adults"
"3174","9818173","Question_5","10","Adults"
"3175","9818173","Question_6","9","Adults"
"3176","9818173","Question_7","7","Adults"
"3177","9818173","Question_8","10","Adults"
"3178","9818200","Question_1","No","Adults"
"3179","9818200","Question_3","No","Adults"
"3180","9818200","Question_5","10","Adults"
"3181","9818200","Question_6","10","Adults"
"3182","9818200","Question_7","10","Adults"
"3183","9818200","Question_8","10","Adults"
"3184","9818181","Question_1","Sì","Adults"
"3185","9818181","Question_2","nel gioco ""solo se insieme"" selezionavo la sacca in base al numero di monete contenenti, se c'erano tante monete cliccavo su quella, invece nel gioco ""solo se a caso"" tendevo a selezionare solo la sacca non vincente nel caso fosse un numero tendente al 15 (se era sotto 10 monete cliccavo la sacca da 15)","Adults"
"3186","9818181","Question_3","No","Adults"
"3187","9818181","Question_5","8","Adults"
"3188","9818181","Question_6","8","Adults"
"3189","9818181","Question_7","8","Adults"
"3190","9818181","Question_8","8","Adults"
"3191","9859277","Question_1","Sì","Adults"
"3192","9859277","Question_3","No","Adults"
"3193","9859277","Question_5","5","Adults"
"3194","9859277","Question_6","5","Adults"
"3195","9859277","Question_7","5","Adults"
"3196","9859277","Question_8","5","Adults"
"3197","9859694","Question_1","Sì","Adults"
"3198","9859694","Question_2","Nel gioco ""SOLO SE INSIEME"" tendevo a scegliere maggiormente il super tesoro quando il mini tesoro conteneva poche monete poiché pensavo che anche l'altro ragionasse in questo modo; di conseguenza, entrambi avremmo vinto il super tesoro dal valore maggiore. Al contrario, nel gioco ""SOLO SE A CASO"" preferivo scegliere il mini tesoro poiché, anche se il valore fosse stato più basso della metà del super tesoro, avrei avuto comunque la certezza di portarlo a casa. ","Adults"
"3199","9859694","Question_3","Sì","Adults"
"3200","9859694","Question_4","Nello specifico non ho cambiato di molto la mia scelta, poiché in entrambi ero portata a scegliere sempre di più il mini tesoro. Tuttavia, nel gioco ""SOLO SE SOLI"", ho tentato maggiormente di scegliere il super tesoro rispetto al gioco ""SOLO SE A CASO"" poiché credevo comunque di avere maggiori probabilità rispetto all'estrazione casuale. ","Adults"
"3201","9859694","Question_5","4","Adults"
"3202","9859694","Question_6","7","Adults"
"3203","9859694","Question_7","4","Adults"
"3204","9859694","Question_8","9","Adults"
"3205","9859696","Question_1","Sì","Adults"
"3206","9859696","Question_2","Solo nel gioco ""solo se insieme"" puntavo sul premio grande","Adults"
"3207","9859696","Question_3","No","Adults"
"3208","9859696","Question_5","5","Adults"
"3209","9859696","Question_6","10","Adults"
"3210","9859696","Question_7","10","Adults"
"3211","9859696","Question_8","0","Adults"
"3212","9859697","Question_1","Sì","Adults"
"3213","9859697","Question_2","nel gioco solo se insieme ho cliccato maggiormente super tesoro perchè mi aspettavo che anche l'altro lo scegliesse, nel gioco come se a caso ho valutato quanto valesse la pena rischiare","Adults"
"3214","9859697","Question_3","Sì","Adults"
"3215","9859697","Question_4","nel gioco come se soli ho cercato di prevede le risposte dell'altro sulla base del numero di monete nel mini tesoro","Adults"
"3216","9859697","Question_5","10","Adults"
"3217","9859697","Question_6","10","Adults"
"3218","9859697","Question_7","9","Adults"
"3219","9859697","Question_8","6","Adults"
"3220","9859698","Question_1","Sì","Adults"
"3221","9859698","Question_2","Nel gioco solo se a caso ho cercato di evitare rischi se non indispensabile, quindi solo sotto tot monete nel minipremio; nel gioco solo se insieme ho cercato di darmi un range sotto il quale valeva rischiare e che poteva essere simile per l'altra persona, in questo caso o scelto sotto il 6/5","Adults"
"3222","9859698","Question_3","Sì","Adults"
"3223","9859698","Question_4","Nel gioco ""solo se soli"" ho cercato di immaginare da cosa l'altra persona potesse essere allettata e fare la scelta migliore per me ","Adults"
"3224","9859698","Question_5","7","Adults"
"3225","9859698","Question_6","8","Adults"
"3226","9859698","Question_7","6","Adults"
"3227","9859698","Question_8","8","Adults"
"3228","9859699","Question_1","Non so","Adults"
"3229","9859699","Question_2","Nel solo se a caso ho scelto in base al mini tesoro, se era alto ho scelto quello sicura che avrei vinto quelle monete, mentre se era molto basso ho tentato la sorte e scelto il grantesoro. Nel gioco solo se insieme ho scelto il gran tesoro quando il minitesoro era basso sperando che il compagno facesse lo stesso ragionamento, quando il mini tesoro era abbastanza alto ho scelto quello sicura di prendere quelle monete.","Adults"
"3230","9859699","Question_3","No","Adults"
"3231","9859699","Question_5","7","Adults"
"3232","9859699","Question_6","7","Adults"
"3233","9859699","Question_7","8","Adults"
"3234","9859699","Question_8","6","Adults"
"3235","9859700","Question_1","No","Adults"
"3236","9859700","Question_3","No","Adults"
"3237","9859700","Question_5","10","Adults"
"3238","9859700","Question_6","0","Adults"
"3239","9859700","Question_7","10","Adults"
"3240","9859700","Question_8","0","Adults"
"3241","9859701","Question_1","Sì","Adults"
"3242","9859701","Question_2","Nel gioco ""solo se a caso"" ho scelto il mini tesoro ogni qual volta fosse maggiore di 7, se era inferiore preferivo rischiare. Nel gioco ""solo se insieme"" mi sono resa conto solo a metà gioco che la cosa più logica sarebbe stata scegliere sempre il megatesoro perchè, se anche l'altra persona fosse stata complice di questa idea, avremmo potuto portare a casa sempre il massimo.","Adults"
"3243","9859701","Question_3","Sì","Adults"
"3244","9859701","Question_4","Nel gioco ""solo se a caso"" ho scelto il mini tesoro quando era maggiore di 7, quando era inferiore preferivo rischiare. Nel gioco ""solo se soli"" sceglievo il mini tesoro quando invece era inferiore a 7 perchè ho ipotizzato che l'altra persona potesse disprezzare cifre così piccole e scegliere quindi il megatesoro (escludendomi dalla vincita).","Adults"
"3245","9859701","Question_5","10","Adults"
"3246","9859701","Question_6","10","Adults"
"3247","9859701","Question_7","2","Adults"
"3248","9859701","Question_8","8","Adults"
"3249","9859703","Question_1","Sì","Adults"
"3250","9859703","Question_2","Nel gioco ""solo se insieme"" ho cercato di prevedere cosa potessero scegliere gli altri","Adults"
"3251","9859703","Question_3","No","Adults"
"3252","9859703","Question_5","7","Adults"
"3253","9859703","Question_6","7","Adults"
"3254","9859703","Question_7","10","Adults"
"3255","9859703","Question_8","6","Adults"
"3256","9859704","Question_1","Non so","Adults"
"3257","9859704","Question_2","Nel gioco ""solo se insieme"" credo di aver scelto il super tesoro considerando la quantità del mini tesoro ","Adults"
"3258","9859704","Question_3","Non so","Adults"
"3259","9859704","Question_4","Nel gioco ""Solo se soli!"" credo di aver scelto in base al valore del mini tesoro, andando a sceglierlo quando aveva un valore prossimo al super tesoro per minimizzare la possibile perdita","Adults"
"3260","9859704","Question_5","5","Adults"
"3261","9859704","Question_6","7","Adults"
"3262","9859704","Question_7","8","Adults"
"3263","9859704","Question_8","8","Adults"
"3264","9859705","Question_1","Sì","Adults"
"3265","9859705","Question_2","Nel gioco SOLO SE INSIEME ho fatto affidamento per le mie vincite sul mio compagno di giochi e quindi ho puntato quasi sempre sul super tesoro. L'eccezione era dovuta al fatto che, in caso di parità di monete, ho preferito il tesoro garantito. Nel gioco SOLO SE A CASO invece ho stabilito un minimo del tesoro accettabile e quindi sopra le 7 monete (circa la metà di 15) ho preferito il tesoro sicuro. ","Adults"
"3266","9859705","Question_3","Sì","Adults"
"3267","9859705","Question_4","Nel gioco SOLO SE A CASO ho seguito la strategia di accettare il tesoro sicuro sopra le 7 monete. Nel gioco SOLO SE SOLI in alcune casistiche ho scelto di tentare il super tesoro contanto implicitamente sul fatto che si potesse fare ""un po' a testa""","Adults"
"3268","9859705","Question_5","10","Adults"
"3269","9859705","Question_6","10","Adults"
"3270","9859705","Question_7","8","Adults"
"3271","9859705","Question_8","6","Adults"
"3272","9859706","Question_1","Sì","Adults"
"3273","9859706","Question_2","nel gioco ""solo se insieme!"" ho ponderato di più le scelte pensando a cosa l'altra persona avrebbe potuto scegliere.","Adults"
"3274","9859706","Question_3","Sì","Adults"
"3275","9859706","Question_4","Nel gioco ""solo se soli!"" ho pensato più attentamente a cosa scegliere, cercando anche di ipotizzare cosa avrebbe scelto l'altro","Adults"
"3276","9859706","Question_5","7","Adults"
"3277","9859706","Question_6","3","Adults"
"3278","9859706","Question_7","5","Adults"
"3279","9859706","Question_8","8","Adults"
"3280","9859707","Question_1","No","Adults"
"3281","9859707","Question_3","No","Adults"
"3282","9859707","Question_5","5","Adults"
"3283","9859707","Question_6","5","Adults"
"3284","9859707","Question_7","8","Adults"
"3285","9859707","Question_8","3","Adults"
"3286","9859708","Question_1","Sì","Adults"
"3287","9859708","Question_2","Nel gioco "" solo se insieme"" ho pensato che il bottino più alto lo vrei ottenuto scegliendo la sacca da 15 e ho pensato che anche l'altra persona avrebbe fatto lo stesso. Nel gioco solo se a caso ho guardato un po' quello che mi conveniva; se il bottino ""sicuro"" era alto allora ho scelto quello se no mi affidavo al caso tanto la perdita non sarebbe stata grave ","Adults"
"3288","9859708","Question_3","No","Adults"
"3289","9859708","Question_5","10","Adults"
"3290","9859708","Question_6","10","Adults"
"3291","9859708","Question_7","10","Adults"
"3292","9859708","Question_8","3","Adults"
"3293","9859709","Question_1","Sì","Adults"
"3294","9859709","Question_2","nel gioco ""solo se insieme"" ho selezionato sempre il super tesoro, ipotizzando che l* mi* compagn* tendenzialmente facesse lo stesso per vincere il maggior numero di monete (tranne nell'opzione in cui il mini tesoro conteneva 15 monete, perché in quel caso selezionando il mini tesoro ho la certezza di ricevere lo stesso numero di monete con rischio 0). Nel gioco ""solo se a caso"" ho selezionato tendenzialmente il super tesoro nelle condizioni in cui il mini tesoro aveva un numero di monete inferiore a 7.","Adults"
"3295","9859709","Question_3","Sì","Adults"
"3296","9859709","Question_4","Nel gioco ""solo se soli"" ho cercato di prendere in considerazione le scelte dell* mi* compagn*, selezionando a volte la scelta sicura del mini tesoro quando credevo che l'altr* avesse maggiori dubbi nella scelta e quando la differenza di monete era maggiore ho cercato di scegliere per metà delle volte il super tesoro e per l'altra metà il mini tesoro. nel gioco ""solo se a caso"" o scelto sempre la sacca super tesoro a meno che il minitesoro non avesse un numero di monete di 7 o più","Adults"
"3297","9859709","Question_5","1","Adults"
"3298","9859709","Question_6","1","Adults"
"3299","9859709","Question_7","8","Adults"
"3300","9859709","Question_8","8","Adults"
"3301","9859710","Question_1","Sì","Adults"
"3302","9859710","Question_2","Nel gioco ""Solo se a caso"" era un ragionamento su vincite/perdite, mentre nel giocco ""Solo se insieme"" ragionavo su quale potesse essere la probabile scelta dell'altra persona.","Adults"
"3303","9859710","Question_3","Sì","Adults"
"3304","9859710","Question_4","Nel gioco ""Solo se a caso"" ragionavo sulla probabilità di vincita/perdita, nel gioco ""Solo se soli"" provavo a predire quale potesse essere la scelta dell'altra persona.","Adults"
"3305","9859710","Question_5","6","Adults"
"3306","9859710","Question_6","8","Adults"
"3307","9859710","Question_7","8","Adults"
"3308","9859710","Question_8","8","Adults"
"3309","9859711","Question_1","Sì","Adults"
"3310","9859711","Question_2","Nel primo caso rischiavo solo se il mini tesoro era troppo basso, nel secondo caso ho optato quasi sempre per il grande tesoro nell'ottica che anche l'altra persona ha l'obiettivo di guadagnare il più possibile, come me, ed era un guadagno sicuro per entrambi se prendavamo in considerazione questa cosa (sperando che l'abbia pensato anche la persona con cui ho giocato)","Adults"
"3311","9859711","Question_3","Sì","Adults"
"3312","9859711","Question_4","Nel secondo caso cercavo di andare quasi solo sul sicuro","Adults"
"3313","9859711","Question_5","10","Adults"
"3314","9859711","Question_6","10","Adults"
"3315","9859711","Question_7","10","Adults"
"3316","9859711","Question_8","2","Adults"
"3317","9859712","Question_1","Sì","Adults"
"3318","9859712","Question_2","Ho cercato di capire quale sarebbe stata la scelta dell'altro","Adults"
"3319","9859712","Question_3","Sì","Adults"
"3320","9859712","Question_4","ho cercato di capire quae scelta avrebbe preso l'altro","Adults"
"3321","9859712","Question_5","4","Adults"
"3322","9859712","Question_6","6","Adults"
"3323","9859712","Question_7","3","Adults"
"3324","9859712","Question_8","7","Adults"
"3325","9859713","Question_1","No","Adults"
"3326","9859713","Question_3","Sì","Adults"
"3327","9859713","Question_4","in solo se soli ho scelto spesso il tesoro minore purchè stesse sopra le 6 monete, quando il tesoro minore era simile al super tesoro hop scleto il super tesoro. in solo se a caso ho fatto la sceltà più conveniente sperando di non rimetterci","Adults"
"3328","9859713","Question_5","2","Adults"
"3329","9859713","Question_6","7","Adults"
"3330","9859713","Question_7","6","Adults"
"3331","9859713","Question_8","10","Adults"
"3332","9859716","Question_1","Sì","Adults"
"3333","9859716","Question_2","Nel primo gioco ho scelto di vincere sul sicuro con il mini tesoro, nel secondo caso ho immaginato che anche l'altro avrebbe scelto il super tesoro","Adults"
"3334","9859716","Question_3","No","Adults"
"3335","9859716","Question_5","8","Adults"
"3336","9859716","Question_6","8","Adults"
"3337","9859716","Question_7","2","Adults"
"3338","9859716","Question_8","8","Adults"
"3339","9859722","Question_1","No","Adults"
"3340","9859722","Question_3","No","Adults"
"3341","9859722","Question_5","5","Adults"
"3342","9859722","Question_6","5","Adults"
"3343","9859722","Question_7","5","Adults"
"3344","9859722","Question_8","5","Adults"
"3345","9864889","Question_1","Sì","Adults"
"3346","9864889","Question_2","pensavo a quello che poteva fare l'altro","Adults"
"3347","9864889","Question_3","Sì","Adults"
"3348","9864889","Question_4","pensavo a quello che poteva fare l'altro","Adults"
"3349","9864889","Question_5","10","Adults"
"3350","9864889","Question_6","7","Adults"
"3351","9864889","Question_7","3","Adults"
"3352","9864889","Question_8","7","Adults"
"3353","9864881","Question_1","No","Adults"
"3354","9864881","Question_3","Sì","Adults"
"3355","9864881","Question_4","nel gioco solo se a caso ho cercato di vincere il super tesoro nel momento in cui il mini tesoro conteneva un numero inferiore a 5 di monete d'oro. nel gioco solo se soli ho invece cercato di ottenere la vincita nel momento in cui i due sacchi avevano un numero simile di monete, pensando che l'avversario potesse scegliere il super tesoro quando il mini fosse troppo piccolo.","Adults"
"3356","9864881","Question_5","7","Adults"
"3357","9864881","Question_6","7","Adults"
"3358","9864881","Question_7","8","Adults"
"3359","9864881","Question_8","5","Adults"
"3360","9864890","Question_1","Sì","Adults"
"3361","9864890","Question_2","nel gioco ""solo se insieme"": ho scelto in base al valore del bottino del mini tesoro. Se il bottino aveva un valore troppo basso allora ho supposto che l'altro avrebbe scelto il super tesoro e così ho fatto anche io.","Adults"
"3362","9864890","Question_3","Sì","Adults"
"3363","9864890","Question_4","Nel gioco ""solo se soli"" :Quando i bottini erano piu o meno equivalenti sceglievo il super tesoro nella speranza che l'altro scegliesse il mini tesoro. Nel gioco ""solo se a caso"" sceglievo  tendenzialmente a caso.","Adults"
"3364","9864890","Question_5","5","Adults"
"3365","9864890","Question_6","7","Adults"
"3366","9864890","Question_7","7","Adults"
"3367","9864890","Question_8","5","Adults"
"3368","9865052","Question_1","No","Adults"
"3369","9865052","Question_3","No","Adults"
"3370","9865052","Question_5","8","Adults"
"3371","9865052","Question_6","8","Adults"
"3372","9865052","Question_7","8","Adults"
"3373","9865052","Question_8","5","Adults"
"3374","10933689","Question_1","Sì","Children"
"3375","10933689","Question_2","PROVO A IMAGINARE QUELLO CHE SCIEGLIE L'ALTRO","Children"
"3376","10933689","Question_3","Sì","Children"
"3377","10933689","Question_4","perchè  avvolte anche nel mini tesoro aveva tanti soldi","Children"
"3378","10933689","Question_5","9","Children"
"3379","10933689","Question_6","7","Children"
"3380","10933689","Question_7","6","Children"
"3381","10933689","Question_8","7","Children"
"3382","10933690","Question_1","No","Children"
"3383","10933690","Question_3","No","Children"
"3384","10933690","Question_5","9","Children"
"3385","10933690","Question_6","7","Children"
"3386","10933690","Question_7","8","Children"
"3387","10933690","Question_8","9","Children"
"3388","10933691","Question_1","No","Children"
"3389","10933691","Question_3","No","Children"
"3390","10933691","Question_5","10","Children"
"3391","10933691","Question_6","7","Children"
"3392","10933691","Question_7","8","Children"
"3393","10933691","Question_8","10","Children"
"3394","10933692","Question_1","No","Children"
"3395","10933692","Question_3","No","Children"
"3396","10933692","Question_5","9","Children"
"3397","10933692","Question_6","8","Children"
"3398","10933692","Question_7","10","Children"
"3399","10933692","Question_8","8","Children"
"3400","10933693","Question_1","Sì","Children"
"3401","10933693","Question_2","perchè sono cambiaate le regole","Children"
"3402","10933693","Question_3","Sì","Children"
"3403","10933693","Question_4","provando a capire che cosa sceglieva il mio compagno","Children"
"3404","10933693","Question_5","6","Children"
"3405","10933693","Question_6","4","Children"
"3406","10933693","Question_7","7","Children"
"3407","10933693","Question_8","10","Children"
"3408","10933694","Question_1","Sì","Children"
"3409","10933694","Question_2","a seconda delle regole del gioco","Children"
"3410","10933694","Question_3","No","Children"
"3411","10933694","Question_5","7","Children"
"3412","10933694","Question_6","6","Children"
"3413","10933694","Question_7","7","Children"
"3414","10933694","Question_8","6","Children"
"3415","10933695","Question_1","Sì","Children"
"3416","10933695","Question_2","sono cambiati i giochi","Children"
"3417","10933695","Question_3","Sì","Children"
"3418","10933695","Question_4","se si cambia gioco si cambia anche la scelta","Children"
"3419","10933695","Question_5","6","Children"
"3420","10933695","Question_6","9","Children"
"3421","10933695","Question_7","6","Children"
"3422","10933695","Question_8","8","Children"
"3423","10933697","Question_1","No","Children"
"3424","10933697","Question_2","NO PERCHE NON MI SERVIVA CAMBIARE","Children"
"3425","10933697","Question_3","No","Children"
"3426","10933697","Question_4","NON MI SERVIVA","Children"
"3427","10933697","Question_5","3","Children"
"3428","10933697","Question_6","5","Children"
"3429","10933697","Question_7","4","Children"
"3430","10933697","Question_8","8","Children"
"3431","10933705","Question_1","Sì","Children"
"3432","10933705","Question_2","PERCHE IN UNO ERO CONVINTO CHE","Children"
"3433","10933705","Question_3","Sì","Children"
"3434","10933705","Question_5","5","Children"
"3435","10933705","Question_6","6","Children"
"3436","10933705","Question_7","5","Children"
"3437","10933705","Question_8","6","Children"
"3438","10933700","Question_1","No","Children"
"3439","10933700","Question_3","No","Children"
"3440","10933700","Question_5","6","Children"
"3441","10933700","Question_6","5","Children"
"3442","10933700","Question_7","6","Children"
"3443","10933700","Question_8","6","Children"
"3444","10933703","Question_1","No","Children"
"3445","10933703","Question_3","No","Children"
"3446","10933703","Question_5","6","Children"
"3447","10933703","Question_6","6","Children"
"3448","10933703","Question_7","7","Children"
"3449","10933703","Question_8","7","Children"
"3450","10933696","Question_1","No","Children"
"3451","10933696","Question_3","No","Children"
"3452","10933696","Question_5","8","Children"
"3453","10933696","Question_6","9","Children"
"3454","10933696","Question_7","6","Children"
"3455","10933696","Question_8","7","Children"
"3456","10933698","Question_1","Sì","Children"
"3457","10933698","Question_2","le mie scelte sono state cambiate in base al gioco","Children"
"3458","10933698","Question_3","Sì","Children"
"3459","10933698","Question_4","in base alle monete che erano nelle sacche","Children"
"3460","10933698","Question_5","8","Children"
"3461","10933698","Question_6","8","Children"
"3462","10933698","Question_7","6","Children"
"3463","10933698","Question_8","7","Children"
"3464","10933702","Question_1","No","Children"
"3465","10933702","Question_3","No","Children"
"3466","10933702","Question_5","0","Children"
"3467","10933702","Question_6","10","Children"
"3468","10933702","Question_7","7","Children"
"3469","10933702","Question_8","0","Children"
"3470","10933699","Question_1","No","Children"
"3471","10933699","Question_2","HO CLICCATO SEMPRE IL MINI TESORO","Children"
"3472","10933699","Question_3","No","Children"
"3473","10933699","Question_4","HO CLICCATO SEMPRE IL MINI TESORO","Children"
"3474","10933699","Question_5","10","Children"
"3475","10933699","Question_6","5","Children"
"3476","10933699","Question_7","10","Children"
"3477","10933699","Question_8","5","Children"
"3478","10933701","Question_1","Sì","Children"
"3479","10933701","Question_2","SOLO A CASO O MESSO NUMERI BASSI E SOLO INSIEME NUMERI ALTI","Children"
"3480","10933701","Question_3","No","Children"
"3481","10933701","Question_5","6","Children"
"3482","10933701","Question_6","3","Children"
"3483","10933701","Question_7","5","Children"
"3484","10933701","Question_8","5","Children"
"3485","10933704","Question_1","Sì","Children"
"3486","10933704","Question_2","IN SOLO SE A CASO HO SCELTO TANTE VOLTE I NUMERI NELLA SACCA DEL MINI TESORO","Children"
"3487","10933704","Question_3","Sì","Children"
"3488","10933704","Question_4","NEL GIOCO SOLO SE SOLI HO SCELTO QUALCHE VOLTA LA SACCA DEL MINI TESORO","Children"
"3489","10933704","Question_5","10","Children"
"3490","10933704","Question_6","9","Children"
"3491","10933704","Question_7","10","Children"
"3492","10933704","Question_8","10","Children"
"3493","10933877","Question_1","No","Children"
"3494","10933877","Question_3","Non so","Children"
"3495","10933877","Question_5","7","Children"
"3496","10933877","Question_6","9","Children"
"3497","10933877","Question_7","10","Children"
"3498","10933877","Question_8","3","Children"
"3499","10933876","Question_1","Sì","Children"
"3500","10933876","Question_2","perchè sapevo che scegliesse il supertesoro ,io ho sempre scelto il minitesoro","Children"
"3501","10933876","Question_3","Sì","Children"
"3502","10933876","Question_5","5","Children"
"3503","10933876","Question_6","5","Children"
"3504","10933876","Question_7","5","Children"
"3505","10933876","Question_8","5","Children"
"3506","10933879","Question_1","Sì","Children"
"3507","10933879","Question_3","Sì","Children"
"3508","10933879","Question_4","perche' ho fatto il contrario","Children"
"3509","10933879","Question_5","10","Children"
"3510","10933879","Question_6","9","Children"
"3511","10933879","Question_7","10","Children"
"3512","10933879","Question_8","2","Children"
"3513","10933878","Question_1","Non so","Children"
"3514","10933878","Question_3","Sì","Children"
"3515","10933878","Question_4","ho fatto l'opposto","Children"
"3516","10933878","Question_5","3","Children"
"3517","10933878","Question_6","4","Children"
"3518","10933878","Question_7","10","Children"
"3519","10933878","Question_8","10","Children"
"3520","10933880","Question_1","Sì","Children"
"3521","10933880","Question_2","OGNI VOLTA CHE USCIVA L' OPZIONE IO NON SEGLIEVO SEMPRE 15 MA ANCHE ALTRI NUMERI","Children"
"3522","10933880","Question_3","Sì","Children"
"3523","10933880","Question_4","NON SEGLIEVO SEMPRE IL 15","Children"
"3524","10933880","Question_5","10","Children"
"3525","10933880","Question_6","0","Children"
"3526","10933880","Question_7","9","Children"
"3527","10933880","Question_8","2","Children"
"3528","10933888","Question_1","Sì","Children"
"3529","10933888","Question_3","No","Children"
"3530","10933888","Question_5","5","Children"
"3531","10933888","Question_6","5","Children"
"3532","10933888","Question_7","5","Children"
"3533","10933888","Question_8","5","Children"
"3534","10933889","Question_1","No","Children"
"3535","10933889","Question_3","No","Children"
"3536","10933889","Question_5","0","Children"
"3537","10933889","Question_6","10","Children"
"3538","10933889","Question_7","10","Children"
"3539","10933889","Question_8","3","Children"
"3540","10933896","Question_1","No","Children"
"3541","10933896","Question_3","No","Children"
"3542","10933896","Question_5","4","Children"
"3543","10933896","Question_6","6","Children"
"3544","10933896","Question_7","6","Children"
"3545","10933896","Question_8","4","Children"
"3546","10933894","Question_1","Sì","Children"
"3547","10933894","Question_2","I modo della convenienza del mini tesoro.","Children"
"3548","10933894","Question_3","No","Children"
"3549","10933894","Question_5","8","Children"
"3550","10933894","Question_6","6","Children"
"3551","10933894","Question_7","9","Children"
"3552","10933894","Question_8","6","Children"
"3553","10933882","Question_1","Non so","Children"
"3554","10933882","Question_3","Non so","Children"
"3555","10933882","Question_5","10","Children"
"3556","10933882","Question_6","10","Children"
"3557","10933882","Question_7","10","Children"
"3558","10933882","Question_8","10","Children"
"3559","10933885","Question_1","Sì","Children"
"3560","10933885","Question_2","sono cambiate perchè pensavo che lui ragionasse come, me cioè che voleva vincere anche lui più monete possibili","Children"
"3561","10933885","Question_3","No","Children"
"3562","10933885","Question_5","10","Children"
"3563","10933885","Question_6","10","Children"
"3564","10933885","Question_7","10","Children"
"3565","10933885","Question_8","0","Children"
"3566","10933897","Question_1","No","Children"
"3567","10933897","Question_3","Sì","Children"
"3568","10933897","Question_4","NEL GIOCO SOLI SE SOLI HO CAMBIATO LE MIE SCELTE C'ERCATO DI PRENDERE IL SACCHETTO CHE MI CONVENIVA DI PIù","Children"
"3569","10933897","Question_5","5","Children"
"3570","10933897","Question_6","5","Children"
"3571","10933897","Question_7","10","Children"
"3572","10933897","Question_8","3","Children"
"3573","10933890","Question_1","No","Children"
